M94.3,연골용해,Chondrolysis
M94.30,"연골용해, 여러 부위","Chondrolysis, multiple sites"
M94.31,"연골용해, 어깨부분","Chondrolysis, shoulder region"
M94.32,"연골용해, 위팔","Chondrolysis, upper arm"
M94.33,"연골용해, 아래팔","Chondrolysis, forearm"
M94.34,"연골용해, 손","Chondrolysis, hand"
M94.35,"연골용해, 골반 부분 및 대퇴","Chondrolysis, pelvic region and thigh"
M94.36,"연골용해, 아래다리","Chondrolysis, lower leg"
M94.37,"연골용해, 발목 및 발","Chondrolysis, ankle and foot"
M94.38,"연골용해, 기타 부분","Chondrolysis, other"
M94.39,"연골용해, 상세불명 부분","Chondrolysis, site unspecified"
M94.8,연골의 기타 명시된 장애,Other specified disorders of cartilage
M94.80,"연골의 기타 명시된 장애, 여러 부위","Other specified disorders of cartilage, multiple sites"
M94.81,"연골의 기타 명시된 장애, 어깨부분","Other specified disorders of cartilage, shoulder region"
M94.82,"연골의 기타 명시된 장애, 위팔","Other specified disorders of cartilage, upper arm"
M94.83,"연골의 기타 명시된 장애, 아래팔","Other specified disorders of cartilage, forearm"
M94.84,"연골의 기타 명시된 장애, 손","Other specified disorders of cartilage, hand"
M94.85,"연골의 기타 명시된 장애, 골반 부분 및 대퇴","Other specified disorders of cartilage, pelvic region and thigh"
M94.86,"연골의 기타 명시된 장애, 아래다리","Other specified disorders of cartilage, lower leg"
M94.87,"연골의 기타 명시된 장애, 발목 및 발","Other specified disorders of cartilage, ankle and foot"
M94.88,"연골의 기타 명시된 장애, 기타 부분","Other specified disorders of cartilage, other"
M94.89,"연골의 기타 명시된 장애, 상세불명 부분","Other specified disorders of cartilage, site unspecified"
M94.9,연골의 상세불명 장애,"Disorder of cartilage, unspecified"
M94.90,"연골의 상세불명 장애, 여러 부위","Disorder of cartilage, unspecified, multiple sites"
M94.91,"연골의 상세불명 장애, 어깨부분","Disorder of cartilage, unspecified, shoulder region"
M94.92,"연골의 상세불명 장애, 위팔","Disorder of cartilage, unspecified, upper arm"
M94.93,"연골의 상세불명 장애, 아래팔","Disorder of cartilage, unspecified, forearm"
M94.94,"연골의 상세불명 장애, 손","Disorder of cartilage, unspecified, hand"
M94.95,"연골의 상세불명 장애, 골반 부분 및 대퇴","Disorder of cartilage, unspecified, pelvic region and thigh"
M94.96,"연골의 상세불명 장애, 아래다리","Disorder of cartilage, unspecified, lower leg"
M94.97,"연골의 상세불명 장애, 발목 및 발","Disorder of cartilage, unspecified, ankle and foot"
M94.98,"연골의 상세불명 장애, 기타 부분","Disorder of cartilage, unspecified, other"
M94.99,"연골의 상세불명 장애, 상세불명 부분","Disorder of cartilage, unspecified, site unspecified"
M95-M99,근골격계통 및 결합조직의 기타 장애,Other disorders of the musculoskeletal system and connective tissue
M95,근골격계통 및 결합조직의 기타 후천성 변형,Other acquired deformities of musculoskeletal system and connective tissue
M95.0,코의 후천성 변형,Acquired deformity of nose
M95.1,콜리플라워귀,Cauliflower ear
M95.2,머리의 기타 후천성 변형,Other acquired deformity of head
M95.3,목의 후천성 변형,Acquired deformity of neck
M95.4,가슴 및 늑골의 후천성 변형,Acquired deformity of chest and rib
M95.5,골반의 후천성 변형,Acquired deformity of pelvis
M95.8,근골격계통의 기타 명시된 후천성 변형,Other specified acquired deformities of musculoskeletal system
M95.9,근골격계통의 상세불명의 후천성 변형,"Acquired deformity of musculoskeletal system, unspecified"
M96,달리 분류되지 않은 처치후 근골격장애,"Postprocedural musculoskeletal disorders, NEC"
M96.0,유합 또는 관절고정 후 가관절,Pseudarthrosis after fusion or arthrodesis
M96.1,달리 분류되지 않은 척추후궁절제후증후군,"Postlaminectomy syndrome, NEC"
M96.2,방사선조사후 척주후만증,Postradiation kyphosis
M96.3,척추후궁절제후 척주후만증,Postlaminectomy kyphosis
M96.4,수술후 척주전만증,Postsurgical lordosis
M96.5,방사선조사후 척주측만증,Postradiation scoliosis
M96.6,"정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절","Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate"
M96.8,기타 처치후 근골격장애,Other postprocedural musculoskeletal disorders
M96.9,상세불명의 처치후 근골격장애,"Postprocedural musculoskeletal disorder, unspecified"
M99,달리 분류되지 않은 생체역학적 병변,"Biomechanical lesions, NEC"
M99.0,분절 또는 신체의 기능장애,Segmental and somatic dysfunction
M99.00,"분절 또는 신체의 기능장애, 머리부위","Segmental and somatic dysfunction, head region"
M99.01,"분절 또는 신체의 기능장애, 경추부위","Segmental and somatic dysfunction, cervical region"
M99.02,"분절 또는 신체의 기능장애, 흉추부위","Segmental and somatic dysfunction, thoracic region"
M99.03,"분절 또는 신체의 기능장애, 요추부위","Segmental and somatic dysfunction, lumbar region"
M99.04,"분절 또는 신체의 기능장애, 천추부위","Segmental and somatic dysfunction, sacral region"
M99.05,"분절 또는 신체의 기능장애, 골반부위","Segmental and somatic dysfunction, pelvic region"
M99.06,"분절 또는 신체의 기능장애, 하지","Segmental and somatic dysfunction, lower extremity"
M99.07,"분절 또는 신체의 기능장애, 상지","Segmental and somatic dysfunction, upper extremity"
M99.08,"분절 또는 신체의 기능장애, 흉곽","Segmental and somatic dysfunction, rib cage"
M99.09,"분절 또는 신체의 기능장애, 복부 및 기타","Segmental and somatic dysfunction, abdomen and other"
M99.1,(척추)부분탈구복합,Subluxation complex (vertebral)
M99.10,"(척추)부분탈구복합, 머리부위","Subluxation complex (vertebral), head region"
M99.11,"(척추)부분탈구복합, 경추부위","Subluxation complex (vertebral), cervical region"
M99.12,"(척추)부분탈구복합, 흉추부위","Subluxation complex (vertebral), thoracic region"
M99.13,"(척추)부분탈구복합, 요추부위","Subluxation complex (vertebral), lumbar region"
M99.14,"(척추)부분탈구복합, 천추부위","Subluxation complex (vertebral), sacral region"
M99.15,"(척추)부분탈구복합, 골반부위","Subluxation complex (vertebral), pelvic region"
M99.16,"(척추)부분탈구복합, 하지","Subluxation complex (vertebral), lower extremity"
M99.17,"(척추)부분탈구복합, 상지","Subluxation complex (vertebral), upper extremity"
M99.18,"(척추)부분탈구복합, 흉곽","Subluxation complex (vertebral), rib cage"
M99.19,"(척추)부분탈구복합, 복부 및 기타","Subluxation complex (vertebral), abdomen and other"
M99.2,신경관의 부분탈구성 협착,Subluxation stenosis of neural canal
M99.20,"신경관의 부분탈구성 협착, 머리부위","Subluxation stenosis of neural canal, head region"
M99.21,"신경관의 부분탈구성 협착, 경추부위","Subluxation stenosis of neural canal, cervical region"
M99.22,"신경관의 부분탈구성 협착, 흉추부위","Subluxation stenosis of neural canal, thoracic region"
M99.23,"신경관의 부분탈구성 협착, 요추부위","Subluxation stenosis of neural canal, lumbar region"
M99.24,"신경관의 부분탈구성 협착, 천추부위","Subluxation stenosis of neural canal, sacral region"
M99.25,"신경관의 부분탈구성 협착, 골반부위","Subluxation stenosis of neural canal, pelvic region"
M99.26,"신경관의 부분탈구성 협착, 하지","Subluxation stenosis of neural canal, lower extremity"
M99.27,"신경관의 부분탈구성 협착, 상지","Subluxation stenosis of neural canal, upper extremity"
M99.28,"신경관의 부분탈구성 협착, 흉곽","Subluxation stenosis of neural canal, rib cage"
M99.29,"신경관의 부분탈구성 협착, 복부 및 기타","Subluxation stenosis of neural canal, abdomen and other"
M99.3,신경관의 골성 협착,Osseous stenosis of neural canal
M99.30,"신경관의 골성 협착, 머리부위","Osseous stenosis of neural canal, head region"
M99.31,"신경관의 골성 협착, 경추부위","Osseous stenosis of neural canal, cervical region"
M99.32,"신경관의 골성 협착, 흉추부위","Osseous stenosis of neural canal, thoracic region"
M99.33,"신경관의 골성 협착, 요추부위","Osseous stenosis of neural canal, lumbar region"
M99.34,"신경관의 골성 협착, 천추부위","Osseous stenosis of neural canal, sacral region"
M99.35,"신경관의 골성 협착, 골반부위","Osseous stenosis of neural canal, pelvic region"
M99.36,"신경관의 골성 협착, 하지","Osseous stenosis of neural canal, lower extremity"
M99.37,"신경관의 골성 협착, 상지","Osseous stenosis of neural canal, upper extremity"
M99.38,"신경관의 골성 협착, 흉곽","Osseous stenosis of neural canal, rib cage"
M99.39,"신경관의 골성 협착, 복부 및 기타","Osseous stenosis of neural canal, abdomen and other"
M99.4,신경관의 결합조직협착,Connective tissue stenosis of neural canal
M99.40,"신경관의 결합조직협착, 머리부위","Connective tissue stenosis of neural canal, head region"
M99.41,"신경관의 결합조직협착, 경추부위","Connective tissue stenosis of neural canal, cervical region"
M99.42,"신경관의 결합조직협착, 흉추부위","Connective tissue stenosis of neural canal, thoracic region"
M99.43,"신경관의 결합조직협착, 요추부위","Connective tissue stenosis of neural canal, lumbar region"
M99.44,"신경관의 결합조직협착, 천추부위","Connective tissue stenosis of neural canal, sacral region"
M99.45,"신경관의 결합조직협착, 골반부위","Connective tissue stenosis of neural canal, pelvic region"
M99.46,"신경관의 결합조직협착, 하지","Connective tissue stenosis of neural canal, lower extremity"
M99.47,"신경관의 결합조직협착, 상지","Connective tissue stenosis of neural canal, upper extremity"
M99.48,"신경관의 결합조직협착, 흉곽","Connective tissue stenosis of neural canal, rib cage"
M99.49,"신경관의 결합조직협착, 복부 및 기타","Connective tissue stenosis of neural canal, abdomen and other"
M99.5,신경관의 추간판협착,Intervertebral disc stenosis of neural canal
M99.50,"신경관의 추간판협착, 머리부위","Intervertebral disc stenosis of neural canal, head region"
M99.51,"신경관의 추간판협착, 경추부위","Intervertebral disc stenosis of neural canal, cervical region"
M99.52,"신경관의 추간판협착, 흉추부위","Intervertebral disc stenosis of neural canal, thoracic region"
M99.53,"신경관의 추간판협착, 요추부위","Intervertebral disc stenosis of neural canal, lumbar region"
M99.54,"신경관의 추간판협착, 천추부위","Intervertebral disc stenosis of neural canal, sacral region"
M99.6,추간공의 골성 또는 부분탈구성 협착,Osseous and subluxation stenosis of intervertebral foramina
M99.60,"추간공의 골성 또는 부분탈구성 협착, 머리부위","Osseous and subluxation stenosis of intervertebral foramina, head region"
M99.61,"추간공의 골성 또는 부분탈구성 협착, 경추부위","Osseous and subluxation stenosis of intervertebral foramina, cervical region"
M99.62,"추간공의 골성 또는 부분탈구성 협착, 흉추부위","Osseous and subluxation stenosis of intervertebral foramina, thoracic region"
M99.63,"추간공의 골성 또는 부분탈구성 협착, 요추부위","Osseous and subluxation stenosis of intervertebral foramina, lumbar region"
M99.64,"추간공의 골성 또는 부분탈구성 협착, 천추부위","Osseous and subluxation stenosis of intervertebral foramina, sacral region"
M99.7,추간공의 결합조직 및 원반 협착,Connective tissue and disc stenosis of intervertebral foramina
M99.70,"추간공의 결합조직 및 원반 협착, 머리부위","Connective tissue and disc stenosis of intervertebral foramina, head region"
M99.71,"추간공의 결합조직 및 원반 협착, 경추부위","Connective tissue and disc stenosis of intervertebral foramina, cervical region"
M99.72,"추간공의 결합조직 및 원반 협착, 흉추부위","Connective tissue and disc stenosis of intervertebral foramina, thoracic region"
M99.73,"추간공의 결합조직 및 원반 협착, 요추부위","Connective tissue and disc stenosis of intervertebral foramina, lumbar region"
M99.74,"추간공의 결합조직 및 원반 협착, 천추부위","Connective tissue and disc stenosis of intervertebral foramina, sacral region"
M99.8,기타 생체역학적 병변,Other biomechanical lesions
M99.80,"기타 생체역학적 병변, 머리부위","Other biomechanical lesions, head region"
M99.81,"기타 생체역학적 병변, 경추부위","Other biomechanical lesions, cervical region"
M99.82,"기타 생체역학적 병변, 흉추부위","Other biomechanical lesions, thoracic region"
M99.83,"기타 생체역학적 병변, 요추부위","Other biomechanical lesions, lumbar region"
M99.84,"기타 생체역학적 병변, 천추부위","Other biomechanical lesions, sacral region"
M99.85,"기타 생체역학적 병변, 골반부위","Other biomechanical lesions, pelvic region"
M99.86,"기타 생체역학적 병변, 하지","Other biomechanical lesions, lower extremity"
M99.87,"기타 생체역학적 병변, 상지","Other biomechanical lesions, upper extremity"
M99.88,"기타 생체역학적 병변, 흉곽","Other biomechanical lesions, rib cage"
M99.89,"기타 생체역학적 병변, 복부 및 기타","Other biomechanical lesions, abdomen and other"
M99.9,상세불명의 생체역학적 병변,"Biomechanical lesion, unspecified"
M99.90,"상세불명의 생체역학적 병변, 머리부위","Biomechanical lesion, unspecified, head region"
M99.91,"상세불명의 생체역학적 병변, 경추부위","Biomechanical lesion, unspecified, cervical region"
M99.92,"상세불명의 생체역학적 병변, 흉추부위","Biomechanical lesion, unspecified, thoracic region"
M99.93,"상세불명의 생체역학적 병변, 요추부위","Biomechanical lesion, unspecified, lumbar region"
M99.94,"상세불명의 생체역학적 병변, 천추부위","Biomechanical lesion, unspecified, sacral region"
M99.95,"상세불명의 생체역학적 병변, 골반부위","Biomechanical lesion, unspecified, pelvic region"
M99.96,"상세불명의 생체역학적 병변, 하지","Biomechanical lesion, unspecified, lower extremity"
M99.97,"상세불명의 생체역학적 병변, 상지","Biomechanical lesion, unspecified, upper extremity"
M99.98,"상세불명의 생체역학적 병변, 흉곽","Biomechanical lesion, unspecified, rib cage"
M99.99,"상세불명의 생체역학적 병변, 복부 및 기타","Biomechanical lesion, unspecified, abdomen and other"
N00-N99,ⅩⅣ. 비뇨생식계통의 질환,"Diseases of the genitourinary system, N00-N99"
N00-N08,사구체질환,Glomerular diseases
N00,급성 신염증후군,Acute nephritic syndrome
N00.0,소사구체이상을 동반한 급성 신염증후군,Acute nephritic syndrome with minor glomerular abnormality
N00.1,초점성 및 분절성 사구체병변을 동반한 급성 신염증후군,Acute nephritic syndrome with focal and segmental glomerular lesions
N00.2,미만성 막성 사구체신염을 동반한 급성 신염증후군,Acute nephritic syndrome with diffuse membranous glomerulonephritis
N00.3,미만성 메산지음 증식성 사구체신염을 동반한 급성 신염증후군,Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
N00.4,미만성 모세혈관내 증식성 사구체신염을 동반한 급성 신염증후군,Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
N00.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 급성 신염증후군,Acute nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
N00.6,고밀도침착병을 동반한 급성 신염증후군,Acute nephritic syndrome with dense deposit disease
N00.7,미만성 반월형 사구체신염을 동반한 급성 신염증후군,Acute nephritic syndrome with diffuse crescentic glomerulonephritis
N00.8,기타 급성 신염증후군,Other acute nephritic syndrome
N00.9,상세불명의 급성 신염증후군,Unspecified acute nephritic syndrome
N01,급속 진행성 신염증후군,Rapidly progressive nephritic syndrome
N01.0,소사구체이상을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with minor glomerular abnormality
N01.1,초점성 및 분절성 사구체병변을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions
N01.2,미만성 막성 사구체신염을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with diffuse membranous glomerulonephritis
N01.3,미만성 메산지음 증식성 사구체신염을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
N01.4,미만성 모세혈관내 증식성 사구체신염을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
N01.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
N01.6,고밀도침착병을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with dense deposit disease
N01.7,미만성 반월형 사구체신염을 동반한 급속 진행성 신염증후군,Rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis
N01.8,기타 급속 진행성 신염증후군,Other rapidly progressive nephritic syndrome
N01.9,상세불명의 급속 진행성 신염증후군,Unspecified rapidly progressive nephritic syndrome
N02,재발성 및 지속성 혈뇨,Recurrent and persistent haematuria
N02.0,소사구체이상을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with minor glomerular abnormality
N02.1,초점성 및 분절성 사구체병변을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with focal and segmental glomerular lesions
N02.2,미만성 막성 사구체신염을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with diffuse membranous glomerulonephritis
N02.3,미만성 메산지음 증식성 사구체신염을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with diffuse mesangial proliferative glomerulonephritis
N02.4,미만성 모세혈관내 증식성 사구체신염을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with diffuse endocapillary proliferative glomerulonephritis
N02.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with diffuse mesangiocapillary glomerulonephritis
N02.6,고밀도침착병을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with dense deposit disease
N02.7,미만성 반월형 사구체신염을 동반한 재발성 및 지속성 혈뇨,Recurrent and persistent haematuria with diffuse crescentic glomerulonephritis
N02.8,기타 재발성 및 지속성 혈뇨,Other recurrent and persistent haematuria
N02.9,상세불명의 재발성 및 지속성 혈뇨,"Recurrent and persistent hematuria, unspecified"
N03,만성 신염증후군,Chronic nephritic syndrome
N03.0,소사구체이상을 동반한 만성 신염증후군,Chronic nephritic syndrome with minor glomerular abnormality
N03.1,초점성 및 분절성 사구체병변을 동반한 만성 신염증후군,Chronic nephritic syndrome with focal and segmental glomerular lesions
N03.2,미만성 막성 사구체신염을 동반한 만성 신염증후군,Chronic nephritic syndrome with diffuse membranous glomerulonephritis
N03.3,미만성 메산지음 증식성 사구체신염을 동반한 만성 신염증후군,Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
N03.4,미만성 모세혈관내 증식성 사구체신염을 동반한 만성 신염증후군,Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
N03.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 만성 신염증후군,Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
N03.6,고밀도침착병을 동반한 만성 신염증후군,Chronic nephritic syndrome with dense deposit disease
N03.7,미만성 반월형 사구체신염을 동반한 만성 신염증후군,Chronic nephritic syndrome with diffuse crescentic glomerulonephritis
N03.8,기타 만성 신염증후군,Other chronic nephritic syndrome
N03.9,상세불명의 만성 신염증후군,Unspecified chronic nephritic syndrome
N04,신증후군,Nephrotic syndrome
N04.0,소사구체이상을 동반한 신증후군,Nephrotic syndrome with minor glomerular abnormality
N04.1,초점성 및 분절성 사구체병변을 동반한 신증후군,Nephrotic syndrome with focal and segmental glomerular lesions
N04.2,미만성 막성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse membranous glomerulonephritis
N04.3,미만성 메산지음 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis
N04.4,미만성 모세혈관내 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis
N04.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis
N04.6,고밀도침착병을 동반한 신증후군,Nephrotic syndrome with dense deposit disease
N04.7,미만성 반월형 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse crescentic glomerulonephritis
N04.8,기타 신증후군,Other nephrotic syndrome
N04.9,상세불명의 신증후군,Unspecified nephrotic syndrome
N05,상세불명의 신염증후군,Unspecified nephritic syndrome
N05.0,소사구체이상을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with minor glomerular abnormality
N05.1,초점성 및 분절성 사구체병변을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with focal and segmental glomerular lesions
N05.2,미만성 막성 사구체신염을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with diffuse membranous glomerulonephritis
N05.3,미만성 메산지음 증식성 사구체신염을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
N05.4,미만성 모세혈관내 증식성 사구체신염을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
N05.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
N05.6,고밀도침착병을 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with dense deposit disease
N05.7,미만성 반월형 사구체신염 동반한 상세불명의 신염증후군,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis
N05.8,기타 상세불명의 신염증후군,Unspecified other nephritic syndrome
N05.9,상세불명의 상세불명의 신염증후군,Unspecified nephritic syndrome
N06,명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion
N06.0,소사구체이상을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with minor glomerular abnormality
N06.1,초점성 및 분절성 사구체병변을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with focal and segmental glomerular lesions
N06.2,미만성 막성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with diffuse membranous glomerulonephritis
N06.3,미만성 메산지음 증식성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with diffuse mesangial proliferative glomerulonephritis
N06.4,미만성 모세혈관내 증식성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with diffuse endocapillary proliferative glomerulonephritis
N06.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with diffuse mesangiocapillary glomerulonephritis
N06.6,고밀도침착병을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with dense deposit disease
N06.7,미만성 반월형 사구체신염 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨,Isolated proteinuria with specified morphological lesion with diffuse crescentic glomerulonephritis
N06.8,기타 명시된 형태학적 병변을 동반한 고립된 단백뇨,Other isolated proteinuria with specified morphological lesion
N06.9,상세불명의 명시된 형태학적 병변을 동반한 고립된 단백뇨,Unspecified isolated proteinuria with specified morphological lesion
N07,달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC"
N07.0,소사구체이상을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with minor glomerular abnormality"
N07.1,초점성 및 분절성 사구체병변을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with focal and segmental glomerular lesions"
N07.2,미만성 막성 사구체신염을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with diffuse membranous glomerulonephritis"
N07.3,미만성 메산지음 증식성 사구체신염을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with diffuse mesangial proliferative glomerulonephritis"
N07.4,미만성 모세혈관내 증식성 사구체신염을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with diffuse endocapillary proliferative glomerulonephritis"
N07.5,미만성 메산지음 모세혈관성 사구체신염을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with diffuse mesangiocapillary glomerulonephritis"
N07.6,고밀도침착병을 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with dense deposit disease"
N07.7,미만성 반월형 사구체신염 동반한 달리 분류되지 않은 유전성 신장병증,"Hereditary nephropathy, NEC with diffuse crescentic glomerulonephritis"
N07.8,기타 달리 분류되지 않은 유전성 신장병증,"Other hereditary nephropathy, NEC"
N07.9,상세불명의 달리 분류되지 않은 유전성 신장병증,"Unspecified hereditary nephropathy, NEC"
N08*,달리 분류된 질환에서의 사구체장애,Glomerular disorders in diseases classified elsewhere
N08.0*,달리 분류된 감염성 및 기생충성 질환에서의 사구체장애,Glomerular disorders in infectious and parasitic diseases classified elsewhere
N08.1*,신생물질환에서의 사구체장애,Glomerular disorders in neoplastic diseases
N08.2*,혈액질환 및 면역메커니즘을 침범한 장애에서의 사구체장애,Glomerular disorders in blood diseases and disorders involving the immune mechanism
N08.3*,당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†),Glomerular disorders in diabetes mellitus
N08.4*,"기타 내분비, 영양 및 대사 질환에서의 사구체장애","Glomerular disorders in other endocrine, nutritional and metabolic diseases"
N08.5*,전신결합조직장애에서의 사구체장애,Glomerular disorders in systemic connective tissue disorders
N08.8*,달리 분류된 기타 질환에서의 사구체장애,Glomerular disorders in other diseases classified elsewhere
N10-N16,신세뇨관-간질질환,Renal tubulo-interstitial diseases
N10,급성 세뇨관-간질신장염,Acute tubulo-interstitial nephritis
N11,만성 세뇨관-간질신장염,Chronic tubulo-interstitial nephritis
N11.0,비폐색성 역류-연관 만성 신우신염,Nonobstructive reflux-associated chronic pyelonephritis
N11.1,만성 폐색성 신우신염,Chronic obstructive pyelonephritis
N11.8,기타 만성 세뇨관-간질신장염,Other chronic tubulo-interstitial nephritis
N11.9,상세불명의 만성 세뇨관-간질신장염,"Chronic tubulo-interstitial nephritis, unspecified"
N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13,폐색성 및 역류성 요로병증,Obstructive and reflux uropathy
N13.0,요관신우접합부 폐색을 동반한 수신증,Hydronephrosis with ureteropelvic junction obstruction
N13.1,달리 분류되지 않은 요관협착을 동반한 수신증,"Hydronephrosis with ureteral stricture, NEC"
N13.2,신장 및 요관의 결석성 폐색을 동반한 수신증,Hydronephrosis with renal and ureteral calculous obstruction
N13.3,기타 및 상세불명의 수신증,Other and unspecified hydronephrosis
N13.30,방광요관접합부 폐색을 동반한 수신증,Hydronephrosis with ureterovesical junction obstruction
N13.31,방광의 결석성 폐색을 동반한 수신증,Hydronephrosis with vesical calculous obstruction
N13.38,기타 및 상세불명의 수신증,Other and unspecified hydronephrosis
N13.4,수뇨관(水尿管),Hydroureter
N13.5,수신증을 동반하지 않은 요관의 꼬임 및 협착,Kinking and stricture of ureter without hydronephrosis
N13.6,농신증,Pyonephrosis
N13.7,방광요관역류-연관 요로병증,Vesicoureteral-reflux-associated uropathy
N13.70,역류신장병증을 동반하지 않은 방광요관역류,Vesicoureteral-reflux without reflux nephropathy
N13.71,"역류신장병증을 동반한, 수뇨관을 동반하지 않은 방광요관역류","Vesicoureteral-reflux with reflux nephropathy, without hydroureter"
N13.710,한쪽,Unilateral
N13.711,양쪽,Bilateral
N13.719,상세불명,Unspecified
N13.72,"역류신장병증을 동반한, 수뇨관을 동반한 방광요관역류","Vesicoureteral-reflux with reflux nephropathy, with hydroureter"
N13.720,한쪽,Unilateral
N13.721,양쪽,Bilateral
N13.729,상세불명,Unspecified
N13.79,방광요관역류-연관 상세불명의 요로병증,"Vesicoureteral-reflux-associated uropathy, unspecified"
N13.8,기타 폐색성 및 역류성 요로병증,Other obstructive and reflux uropathy
N13.9,상세불명의 폐색성 및 역류성 요로병증,"Obstructive and reflux uropathy, unspecified"
N14,약물 및 중금속 유발 세뇨관-간질 및 세뇨관 병태,Drug-and heavy-metal- induced tubulo-interstitial and tubular condition
N14.0,진통제신장병증,Analgesic nephropathy
N14.1,"기타 약물, 약제 및 생물학적 물질로 인한 신장병증","Nephropathy induced by other drugs, medicaments and biological substances"
N14.2,"상세불명의 약물, 약제 또는 생물학적 물질로 인한 신장병증","Nephropathy induced by unspecified drug, medicament or biological substance"
N14.3,중금속으로 인한 신장병증,Nephropathy induced by heavy metals
N14.4,달리 분류되지 않은 독성신장병,"Toxic nephropathy, NEC"
N15,기타 신세뇨관-간질질환,Other renal tubulo-interstitial diseases
